iter	RMSE
225	0.1373323475
226	0.1372650855
227	0.1372042554
228	0.1371136412
229	0.1370753733
230	0.1369644252
231	0.1369154267
232	0.1368432189
233	0.1368049915
234	0.1367603559
235	0.1367463347
236	0.1366839507
237	0.1366778303
238	0.1365500398
239	0.1365370138
240	0.1364494668
241	0.1364157278
242	0.1363529579
243	0.1363406948
244	0.1362257674
245	0.1362148202
246	0.1361453249
247	0.1361009816
248	0.1360330067
249	0.1359923521
250	0.1359295248
251	0.1359140775
252	0.1357728713
253	0.1357038054
254	0.1356866306
255	0.1356678304
256	0.1356503565
257	0.1355994482
258	0.135514217
259	0.135458806
260	0.1354309295
261	0.1354016182
262	0.1353596962
263	0.1352290859
264	0.1351620593
265	0.1351262228
266	0.1351049118
267	0.1350302556
268	0.1350057596
269	0.1349443415
270	0.1348982461
271	0.1348891062
272	0.1348329578
273	0.1347850373
274	0.1347411409
275	0.1347059901
276	0.1346695196
277	0.1346193112
278	0.1345878929
279	0.134466317
280	0.1344180499
281	0.1343597289
282	0.1343259488
283	0.1343105663
284	0.1343025788
285	0.1342561447
286	0.1341607933
287	0.1341313703
288	0.1340832556
289	0.1340368184
290	0.1339549045
291	0.1338774218
292	0.1338618913
293	0.1337785722
294	0.1337664538
295	0.1336987198
296	0.1336483551
297	0.1336390025
298	0.1335646791
299	0.1335444514
300	0.133511654
301	0.1334677171
302	0.1333984913
303	0.1333550201
304	0.1332878271
305	0.1332695041
306	0.1332069295
307	0.1331552898
308	0.1331441071
309	0.1330345913
310	0.1330148796
311	0.132970066
312	0.1329285423
313	0.1328972749
314	0.1328727749
315	0.1328320243
316	0.1328204887
317	0.1327800628
318	0.1327534558
319	0.1327073612
320	0.132626848
321	0.1325429973
322	0.1325016032
323	0.1324612329
324	0.1324466111
325	0.1323887096
326	0.1323756528
327	0.1323115396
328	0.132271898
329	0.1322310431
330	0.1322075796
331	0.1321613427
332	0.132143521
333	0.1320962169
334	0.1320745918
335	0.1320354997
336	0.1320207161
337	0.1319912412
338	0.1319242349
339	0.1318876406
340	0.1318391095
341	0.131802714
342	0.1317929813
343	0.131759434
344	0.131739508
345	0.1317196169
346	0.1317123787
347	0.1316652705
348	0.1316081892
349	0.131557862
350	0.1315258154
351	0.1314881442
352	0.1314528133
353	0.1314174769
354	0.1313975219
355	0.1313605582
356	0.1312979073
357	0.1312618697
358	0.1312263477
359	0.1311629909
360	0.131138783
361	0.1311210746
362	0.1310599785
363	0.1309930912
364	0.1309650629
365	0.1309125025
366	0.1308784843
367	0.1308577747
368	0.1308392874
369	0.1307967526
370	0.1307813444
371	0.1307240806
372	0.1306731874
373	0.1306480136
374	0.1306075603
375	0.1305481903
376	0.1305218394
377	0.1305047153
378	0.1304591389
379	0.1304290689
380	0.1303960722
381	0.1303787194
382	0.130360624
383	0.1303229692
384	0.1302713483
385	0.1302509134
386	0.130240287
387	0.1301902725
388	0.1301341064
389	0.1301216612
390	0.1301175259
391	0.1300525553
392	0.130005104
393	0.1299614515
394	0.1299017353
395	0.1298657456
396	0.1298270706
397	0.129755647
398	0.129739499
399	0.12972396
400	0.1296470925
401	0.1296069903
402	0.1295962906
403	0.1295264601
404	0.1295168038
405	0.1294741195
406	0.1294432397
407	0.1294015099
408	0.1293520352
409	0.1293294122
410	0.1293033659
411	0.129273121
412	0.129234808
413	0.1292015039
414	0.1291663783
415	0.1291486025
416	0.1291162578
417	0.1290674486
418	0.1289996483
419	0.1289491115
420	0.1289196635
421	0.1289062696
422	0.1288770847
423	0.1288509568
424	0.1287969767
425	0.1287754729
426	0.1287463423
427	0.1287133793
428	0.1286572867
429	0.1286401408
430	0.1286067891
431	0.1285442538
432	0.1284543942
433	0.1284459723
434	0.1284225408
435	0.1283622333
436	0.1282836829
437	0.1282642269
438	0.1282386151
439	0.1282230922
440	0.1282013742
441	0.1281719544
442	0.1281050873
443	0.1280817818
444	0.1280537357
445	0.1280315851
446	0.1280064477
447	0.12796097
448	0.1279249773
449	0.1278413865
450	0.1277955649
451	0.1277612099
452	0.1277498012
453	0.1277228046
454	0.127696017
455	0.1276484818
456	0.1275940926
457	0.1275686142
458	0.1275544951
459	0.127541285
460	0.1274982995
461	0.1274922675
462	0.1274603725
463	0.1274071651
464	0.1274006969
465	0.1273939227
466	0.127371093
467	0.1273506346
468	0.1273488429
469	0.1273357309
470	0.1273176729
471	0.1272992174
472	0.1272285258
473	0.1271940692
474	0.1271650931
475	0.1271291682
476	0.1270915527
477	0.1270713991
478	0.1270569788
479	0.1269761513
480	0.1269262368
481	0.1268783789
482	0.1268642205
483	0.1268386091
484	0.1268347007
485	0.1268120253
486	0.1267782129
487	0.126734975
488	0.1267174391
489	0.126713357
490	0.1266800827
491	0.1266504395
492	0.1266137073
493	0.1265857676
494	0.1265552638
495	0.1265289553
496	0.1265222397
497	0.126478104
498	0.1264453706
499	0.1264308093
500	0.1263991536
501	0.1263589954
502	0.126344525
503	0.1263376548
504	0.1263174944
505	0.1263072792
506	0.1262416506
507	0.1262337954
508	0.1261732959
509	0.1261440831
510	0.1261070083
511	0.1260741695
512	0.1260077296
513	0.1259201481
514	0.1258970421
515	0.1258578852
516	0.1258219562
517	0.12578786
518	0.1257716039
519	0.125726522
520	0.1256848055
521	0.1256353772
522	0.1256255009
523	0.1256171171
524	0.1256089065
525	0.1255549792
526	0.1255216993
527	0.1254948553
528	0.1254570679
529	0.1254428636
530	0.1254210162
531	0.1254128543
532	0.125370051
533	0.1253421783
534	0.1252600729
535	0.1252272865
536	0.1251594504
537	0.1251505125
538	0.1251167688
539	0.1250863478
540	0.1250509526
541	0.1250158318
542	0.1249626649
543	0.1249484491
544	0.1249139444
545	0.1248882105
546	0.1248468511
547	0.124803702
548	0.1247775683
549	0.1247519646
550	0.1247489262
551	0.1246874831
552	0.1246638815
553	0.1246348688
554	0.1246111599
555	0.1245526228
556	0.1245357932
557	0.1244552149
558	0.1244243434
559	0.1243696106
560	0.1243519902
561	0.1243132472
562	0.1243062277
563	0.1242950294
564	0.1242712341
565	0.1242385909
566	0.1242268795
567	0.1241785419
568	0.1241586011
569	0.1241480679
570	0.1241131585
571	0.1240667872
572	0.1240332487
573	0.1240219901
574	0.12399934
575	0.123992329
576	0.1239751092
577	0.1239528672
578	0.1239287435
579	0.1238724019
580	0.1238672004
581	0.1238615213
582	0.1238428224
583	0.1238312931
584	0.1238180486
585	0.1237865819
586	0.1237400278
587	0.1237028246
588	0.1236811644
589	0.1236553679
590	0.1236210654
591	0.1236055737
592	0.1235618879
593	0.1235086584
594	0.1234627712
595	0.1234329704
596	0.1234013844
597	0.1233546343
598	0.1233426252
599	0.1232999988
600	0.1232746358
601	0.123234191
602	0.1232219838
603	0.1232022991
604	0.1231864247
605	0.1231467019
606	0.1231077324
607	0.1230625281
608	0.1230422845
609	0.123028353
610	0.1230175633
611	0.1229838043
612	0.1229537104
613	0.1229414101
614	0.1229083965
615	0.1228651474
616	0.122822029
617	0.1227287304
618	0.1227040891
619	0.1226849311
620	0.1226545695
621	0.1226414778
622	0.1226150598
623	0.1225945594
624	0.1225746932
625	0.1225485276
626	0.1225242701
627	0.1225023445
628	0.1224533311
629	0.1224481581
630	0.1224017315
631	0.1223799147
632	0.1223351499
633	0.1222961375
634	0.1222450473
635	0.1221969251
636	0.122170286
637	0.1220879468
638	0.1220543681
639	0.122023725
640	0.1219882819
641	0.1219606803
642	0.1219575868
643	0.1219206092
644	0.1219043839
645	0.1218925011
646	0.1218827748
647	0.1218794816
648	0.1218428826
649	0.121811803
650	0.1217965615
651	0.1217620772
652	0.1217424401
653	0.1216848185
654	0.1216440656
655	0.1216234784
656	0.1215931449
657	0.1215613058
658	0.121495077
659	0.1214716345
660	0.121444242
661	0.1214411917
662	0.1214099298
663	0.1214040195
664	0.1213374841
665	0.1213146397
666	0.1213076363
667	0.121281885
668	0.121268999
669	0.1212361845
670	0.1211992024
671	0.1211937196
672	0.1211745732
673	0.1211501892
674	0.1211054766
675	0.1210742703
676	0.1210595234
677	0.1210075677
678	0.120965633
679	0.120953155
680	0.1209386511
681	0.1208954599
682	0.1208405223
683	0.1207993069
684	0.1207614308
685	0.1207202231
686	0.1206572374
687	0.1206418069
688	0.1206166224
689	0.1205980316
690	0.1205526387
691	0.1205423749
692	0.1205113159
693	0.1204927918
694	0.120467749
695	0.1204454496
696	0.1204108222
697	0.1203972556
698	0.1203815162
699	0.1203544809
700	0.1203130617
701	0.1202635879
702	0.1202076562
703	0.1201919464
704	0.1201700043
705	0.1201498809
706	0.1201249874
707	0.1200972848
708	0.1200751846
709	0.1200237588
710	0.119963955
711	0.1199377992
712	0.1199191734
713	0.1198905418
714	0.1198639905
715	0.1198222366
716	0.1198153003
717	0.1197783807
718	0.1197471065
719	0.1197091612
720	0.1196991505
721	0.1196750902
722	0.1196500042
723	0.1196279232
724	0.119571376
725	0.1195359387
726	0.1195098579
727	0.1194514558
728	0.119427417
729	0.1193659001
730	0.1193469966
731	0.1193159791
732	0.119312479
733	0.1192727832
734	0.1192688018
735	0.1192316928
736	0.119220857
737	0.1191901238
738	0.119168047
739	0.1191502582
740	0.1191154136
741	0.1191035677
742	0.1190890656
743	0.1190592894
744	0.119037595
745	0.1190010985
746	0.1189589216
747	0.1189346496
748	0.1189079812
749	0.118876396
750	0.1188569271
751	0.1188173713
752	0.1187974986
753	0.1187756242
754	0.1187597371
755	0.1187157155
756	0.1186927787
757	0.1186484064
758	0.1186016961
759	0.1185986362
760	0.118557513
761	0.118538618
762	0.1185161104
763	0.1185074543
764	0.1185013484
765	0.1184831688
766	0.1184804083
767	0.1184383384
768	0.118430693
769	0.1184000344
770	0.1183586515
771	0.1183435124
772	0.118310305
773	0.1182893548
774	0.1182458745
775	0.118226824
776	0.1182002479
777	0.1181790025
778	0.1181699281
779	0.1181507839
780	0.1181098583
781	0.1180792371
782	0.1180612785
783	0.1180403258
784	0.1180128765
785	0.1180091078
786	0.118001764
787	0.1179885225
788	0.1179857151
789	0.1179503817
790	0.1179033472
791	0.1178897585
792	0.1178647429
793	0.1178577895
794	0.1178158273
795	0.1178122503
796	0.1177820549
797	0.1177576543
798	0.1177220355
799	0.1176949863
800	0.1176733528
801	0.1176554209
802	0.1176201583
803	0.1176068367
804	0.1175812612
805	0.1175544183
806	0.1175297399
807	0.1175117855
808	0.1174982859
809	0.1174566523
810	0.1174481736
811	0.1174200861
812	0.1173859535
813	0.11735395
814	0.117336675
815	0.1173200494
816	0.1172955197
817	0.1172878849
818	0.1172842953
819	0.1172518526
820	0.1172026791
821	0.1171994442
822	0.1171723881
823	0.117159414
824	0.1171541596
825	0.1171413174
826	0.1171134713
827	0.1171012443
828	0.1170909861
829	0.1170807262
830	0.1170527855
831	0.1170252905
832	0.1169989748
833	0.11696669
834	0.1169469434
835	0.1169162219
836	0.1168933492
837	0.1168707206
838	0.1168466626
839	0.1167883036
840	0.1167402297
841	0.1167314705
842	0.1166963587
843	0.1166784998
844	0.1166704604
845	0.1166536872
846	0.116643249
847	0.1166150806
848	0.1166046268
849	0.1165867798
850	0.1165612392
851	0.1165364729
852	0.1165171669
853	0.1165139228
854	0.1164817245
855	0.1164576854
856	0.116437735
857	0.1164246048
858	0.1163890683
859	0.1163705043
860	0.1163461217
861	0.1163331492
862	0.1163260332
863	0.1163080625
864	0.1162972071
865	0.1162862935
866	0.1162652089
867	0.1162248366
868	0.1161681907
869	0.1161537867
870	0.1161347399
871	0.1160879444
872	0.1160707272
873	0.1160318779
874	0.1160204313
875	0.1160102056
876	0.1159958704
877	0.1159656519
878	0.1159512824
879	0.1159181479
880	0.1159037059
881	0.1158803532
882	0.1158471311
883	0.1158193279
884	0.1158076616
885	0.1157805262
886	0.1157681545
887	0.115755102
888	0.1157286989
889	0.1157047171
890	0.1156842338
891	0.1156615204
892	0.1156522107
893	0.115630503
894	0.1155936546
895	0.1155791521
896	0.1155617154
897	0.1155393905
898	0.1155070557
899	0.1154835659
900	0.1154704781
901	0.1154565
902	0.1154395015
903	0.1154249566
904	0.1154133755
905	0.1154092918
906	0.1153509425
907	0.1153182333
908	0.1153032775
909	0.1152737906
910	0.115259575
911	0.1152283741
912	0.1151923757
913	0.1151742771
914	0.1151575706
915	0.11515437
916	0.1151365014
917	0.115119885
918	0.1151022807
919	0.1150828789
920	0.115077737
921	0.1150618557
922	0.1150439733
923	0.1150311595
924	0.1150230232
925	0.1149805925
926	0.1149567658
927	0.114935432
928	0.1149196947
929	0.1148943355
930	0.1148752293
931	0.1148577051
932	0.1148150412
933	0.114763665
934	0.1147344394
935	0.1147127991
936	0.1146893263
937	0.114685196
938	0.1146686124
939	0.1146589834
940	0.1146456164
941	0.114611147
942	0.1145855078
943	0.1145508545
944	0.114516722
945	0.1144953319
946	0.114487956
947	0.1144752982
948	0.1144460216
949	0.1144039481
950	0.1143890715
951	0.1143722415
952	0.1143553411
953	0.1143374423
954	0.1143268926
955	0.1143174716
956	0.1142956835
957	0.1142585711
958	0.1142173271
959	0.1141913087
960	0.114174731
961	0.1141412853
962	0.114133024
963	0.1141129717
964	0.1141059929
965	0.1140898398
966	0.1140734246
967	0.1140215718
968	0.114002325
969	0.1139785297
970	0.1139462339
971	0.1139303755
972	0.1138927289
973	0.1138577131
974	0.1138448912
975	0.1138182578
976	0.1137964411
977	0.1137677747
978	0.1137586049
979	0.1137420954
980	0.1137222211
981	0.1137046557
982	0.1136993451
983	0.113665716
984	0.1136604533
985	0.1136559807
986	0.1136466012
987	0.1136309099
988	0.1136238106
989	0.1136103633
990	0.1135835195
991	0.1135695143
992	0.1135464716
993	0.113515111
994	0.1134903732
995	0.1134711406
996	0.113449283
997	0.1134267205
998	0.1134134345
999	0.1134045997
1000	0.1133836869
1001	0.1133541976
1002	0.1133387878
1003	0.1133143356
1004	0.1132828613
1005	0.1132542986
1006	0.1132111548
1007	0.1131802773
1008	0.1131749006
1009	0.1131641421
1010	0.1131338795
1011	0.1130953736
1012	0.1130790183
1013	0.1130599986
1014	0.1130242627
1015	0.1130048967
1016	0.1129674484
1017	0.1129476947
1018	0.1129204319
1019	0.1128930603
1020	0.1128454104
1021	0.1128399769
1022	0.1128141714
1023	0.1127872018
1024	0.1127590857
1025	0.1127475419
1026	0.1127302808
1027	0.1127002159
1028	0.1126710612
1029	0.1126364741
1030	0.1126148785
1031	0.1126106773
1032	0.1125843262
1033	0.1125791346
1034	0.1125680765
1035	0.1125237156
1036	0.1125091004
1037	0.1124815552
1038	0.1124694658
1039	0.1124483798
1040	0.1124459907
1041	0.1124331135
1042	0.1124202626
1043	0.1123515745
1044	0.1123340213
1045	0.1123164604
1046	0.1123098835
1047	0.1122908864
1048	0.1122697644
1049	0.1122572853
1050	0.1122435992
1051	0.1122089254
1052	0.1121818633
1053	0.1121761181
1054	0.1121611921
1055	0.1121575339
1056	0.112136619
1057	0.1121199499
1058	0.1121132494
1059	0.1121031527
1060	0.1120822437
1061	0.1120650189
1062	0.1120367454
1063	0.1120020425
1064	0.1119873714
1065	0.111984385
1066	0.1119763573
1067	0.1119558898
1068	0.1119407778
1069	0.1119227933
1070	0.1118943134
1071	0.1118638063
1072	0.1118459054
1073	0.1118173931
1074	0.1117921026
1075	0.1117800692
1076	0.1117662758
1077	0.1117218561
1078	0.1116725715
1079	0.111640883
1080	0.1116018003
1081	0.1115913497
1082	0.1115786719
1083	0.1115548187
1084	0.1115233824
1085	0.1115062415
1086	0.1114933198
1087	0.111478563
1088	0.1114700518
1089	0.1114434545
1090	0.1114215608
1091	0.1114078059
1092	0.1113833708
1093	0.111348011
1094	0.1113169856
1095	0.1112951791
1096	0.1112731679
1097	0.1112483796
1098	0.1112176341
1099	0.1111953406
1100	0.1111744494
1101	0.1111509172
1102	0.1111309613
1103	0.1111264007
1104	0.1111217042
1105	0.1111100047
1106	0.1111061226
1107	0.1110866884
1108	0.1110618925
1109	0.1110410078
1110	0.1110356518
1111	0.1110038982
1112	0.1109848066
1113	0.1109713265
1114	0.1109593647
1115	0.1109577839
1116	0.1109489022
1117	0.1109313053
1118	0.1109131022
1119	0.1108896022
1120	0.1108728553
1121	0.1108488893
1122	0.1108168337
1123	0.1107973711
1124	0.1107876686
1125	0.1107750387
1126	0.1107555177
1127	0.1107418381
1128	0.1107043475
1129	0.11068653
1130	0.110680211
1131	0.1106726592
1132	0.1106597847
1133	0.110653581
1134	0.1106300328
1135	0.1106123272
1136	0.1105683406
1137	0.1105496848
1138	0.1105421215
1139	0.1105081086
1140	0.1104742176
1141	0.1104584738
1142	0.1104201873
1143	0.1103785748
1144	0.1103510398
1145	0.1103179598
1146	0.1102881247
1147	0.1102633526
1148	0.1102475711
1149	0.1102145968
1150	0.1101807151
1151	0.1101616407
1152	0.1101557455
1153	0.1101182598
1154	0.1100972547
1155	0.1100700375
1156	0.1100559981
1157	0.1100475282
1158	0.1100327227
1159	0.1100112107
1160	0.1100069739
1161	0.109987353
1162	0.1099649511
1163	0.1099440871
1164	0.1099147097
1165	0.1099146227
1166	0.1099040478
1167	0.1099012779
1168	0.1098958206
1169	0.1098852763
1170	0.1098509069
1171	0.109848001
1172	0.1098007643
1173	0.109785375
1174	0.1097430127
1175	0.1097249799
1176	0.1096989126
1177	0.1096761932
1178	0.1096501108
1179	0.1096426287
1180	0.109614035
1181	0.1095778119
1182	0.1095605975
1183	0.1095448238
1184	0.1095030254
1185	0.1094790329
1186	0.1094653973
1187	0.109444672
1188	0.1094383421
1189	0.1094205367
1190	0.1093986772
1191	0.1093862874
1192	0.109348709
1193	0.1093273838
1194	0.1093080951
1195	0.1092874165
1196	0.1092697198
1197	0.109230563
1198	0.1092119933
1199	0.1092080971
1200	0.1091981421
1201	0.1091874638
1202	0.1091701513
1203	0.109155783
1204	0.1091370784
1205	0.1091176572
1206	0.1091150555
1207	0.1091101521
1208	0.1090872577
1209	0.1090723842
1210	0.1090643612
1211	0.1090521426
1212	0.1090314983
1213	0.109022421
1214	0.1090095764
1215	0.1089932694
1216	0.1089730628
1217	0.1089551533
1218	0.1089376992
1219	0.1089306401
1220	0.1089258773
1221	0.1089045701
1222	0.1088688966
1223	0.1088428992
1224	0.1088332055
1225	0.1088148243
1226	0.1087999636
1227	0.108786058
1228	0.1087652861
1229	0.1087361397
1230	0.1087258047
1231	0.1086965432
1232	0.108677172
1233	0.1086551005
1234	0.1086506244
1235	0.1086424311
1236	0.1086104538
1237	0.1086073977
1238	0.1086072296
1239	0.1085915488
1240	0.1085809611
1241	0.1085447129
1242	0.1085317303
1243	0.108513899
1244	0.1085061389
1245	0.1084976929
1246	0.1084702783
1247	0.1084528814
1248	0.108429421
1249	0.1084042185
1250	0.1083972125
1251	0.1083856385
1252	0.1083758553
1253	0.1083573462
1254	0.1083117922
1255	0.1082989597
1256	0.108266538
1257	0.1082386125
1258	0.1082256505
1259	0.1082051644
1260	0.1081962469
1261	0.1081610453
1262	0.1081498046
1263	0.1081311282
1264	0.1081107814
1265	0.1081068252
1266	0.1080932418
1267	0.108077268
1268	0.1080690878
1269	0.108032572
1270	0.1080157321
1271	0.1080049571
1272	0.1079882598
1273	0.1079777053
1274	0.1079546402
1275	0.1079236826
1276	0.1078887857
1277	0.1078807423
1278	0.1078523201
1279	0.107834956
1280	0.1078250675
1281	0.1078130441
1282	0.1077943147
1283	0.1077759063
1284	0.1077372656
1285	0.1077263644
1286	0.1076922851
1287	0.1076810188
1288	0.1076492581
1289	0.1076291934
1290	0.1076243149
1291	0.1076020255
1292	0.1075864811
1293	0.1075710808
1294	0.1075467227
1295	0.1075202341
1296	0.1075157663
1297	0.107500159
1298	0.1074920467
1299	0.1074749647
1300	0.1074706047
1301	0.1074655427
1302	0.1074528213
1303	0.1074294211
1304	0.1074140623
1305	0.1073924217
1306	0.1073848728
1307	0.1073706883
1308	0.1073371851
1309	0.1073182927
1310	0.1072959383
1311	0.1072774756
1312	0.1072760967
1313	0.1072585173
1314	0.1072504771
1315	0.1072247859
1316	0.1071996177
1317	0.1071779018
1318	0.1071276769
1319	0.1071215566
1320	0.1071154649
1321	0.1070847377
1322	0.1070705589
1323	0.1070543686
1324	0.1070510951
1325	0.107037457
1326	0.1070138711
1327	0.1070039829
1328	0.1069908552
1329	0.1069510929
1330	0.1069386044
1331	0.1069168355
1332	0.1068994358
1333	0.1068936571
1334	0.1068818708
1335	0.1068661319
1336	0.1068580042
1337	0.1068526326
1338	0.1068249578
1339	0.1068146279
1340	0.106805073
1341	0.1067705033
1342	0.1067460809
1343	0.1067413144
1344	0.1067257398
1345	0.1066954499
1346	0.1066874287
1347	0.1066654467
1348	0.106658306
1349	0.1066485571
1350	0.106629133
1351	0.1066142067
1352	0.1065905522
1353	0.1065794902
1354	0.1065670572
1355	0.1065452852
1356	0.1065197203
1357	0.1064738175
1358	0.1064654562
1359	0.106425656
1360	0.1064196119
1361	0.1064144252
1362	0.1063907804
1363	0.1063713478
1364	0.1063381196
1365	0.1063319531
1366	0.106312615
1367	0.106308191
1368	0.1062879372
1369	0.1062746462
1370	0.1062654456
1371	0.1062418054
1372	0.1062351685
1373	0.1062184951
1374	0.1062091037
1375	0.1061980246
1376	0.1061797754
1377	0.1061698049
1378	0.1061510044
1379	0.1061452934
1380	0.1061045291
1381	0.1060961323
1382	0.1060903507
1383	0.1060837384
1384	0.1060696105
1385	0.1060491996
1386	0.1060264691
1387	0.1060186865
1388	0.1060016827
1389	0.1059906291
1390	0.1059852017
1391	0.1059738278
1392	0.1059551232
1393	0.1059445529
1394	0.105934769
1395	0.1058964222
1396	0.1058786207
1397	0.105850785
1398	0.1058347661
1399	0.1058058384
1400	0.1057960563
1401	0.1057784546
1402	0.1057434096
1403	0.1057299865
1404	0.1057243231
1405	0.1057114297
1406	0.1057050586
1407	0.1056900143
1408	0.1056803967
1409	0.1056592373
1410	0.1056494978
1411	0.1056295987
1412	0.1056095944
1413	0.1055783454
1414	0.105572528
1415	0.105533116
1416	0.1055252437
1417	0.1055133929
1418	0.1054976301
1419	0.1054899468
1420	0.1054805334
1421	0.1054775345
1422	0.10546945
1423	0.1054518805
1424	0.1054442439
1425	0.1054422624
1426	0.1054150517
1427	0.1054052142
1428	0.1053883707
1429	0.1053813573
1430	0.1053664191
1431	0.1053390368
1432	0.1053254588
1433	0.105308436
1434	0.1052970216
1435	0.1052950908
1436	0.1052777226
1437	0.1052760671
1438	0.105268928
1439	0.1052502275
1440	0.1052309405
1441	0.1052257402
1442	0.1051979669
1443	0.1051883461
1444	0.1051668686
1445	0.1051597993
1446	0.10513702
1447	0.105126159
1448	0.1051135842
1449	0.1051043092
1450	0.1050896103
1451	0.1050618138
1452	0.105054043
1453	0.1050429138
1454	0.1050111131
1455	0.1049812346
1456	0.1049516567
1457	0.1049395745
1458	0.1049245036
1459	0.104911925
1460	0.1048990405
1461	0.1048875027
1462	0.1048658718
1463	0.1048611418
1464	0.1048303068
1465	0.1048071143
1466	0.1047764169
1467	0.1047680173
1468	0.1047461404
1469	0.1047355268
1470	0.1047178695
1471	0.1047010142
1472	0.1046942154
1473	0.1046897692
1474	0.1046806434
1475	0.1046637966
1476	0.1046550689
1477	0.1046474503
1478	0.1046333866
1479	0.1046262189
1480	0.1046139993
1481	0.1046056479
1482	0.1045993993
1483	0.1045937176
1484	0.104584273
1485	0.1045675605
1486	0.1045348254
1487	0.1045303333
1488	0.1045110906
1489	0.1045073248
1490	0.1044957084
1491	0.1044837868
1492	0.104463585
1493	0.1044272174
1494	0.1044103692
1495	0.1043973743
1496	0.1043881822
1497	0.104362656
1498	0.1043422589
1499	0.1043183887
1500	0.104296239
1501	0.104285785
1502	0.1042776361
1503	0.1042693606
1504	0.1042333288
1505	0.1042268328
1506	0.1042078463
1507	0.1041875912
1508	0.1041737853
1509	0.1041581466
1510	0.1041346705
1511	0.1041230265
1512	0.104091882
1513	0.1040821766
